tweeter_tweetid,tweet,sentiment
sztyuiphoto_621453169692934145,Akciós a Pixelmator iOS-re!!,3
aratob_506091910415790080,"RT @bociusz: Tikk Domonkos még tanított BME-n, látom azóta sokra vitte :) http://t.co/HNd4XxAkAc",4
PriskinBettina_564535474094891010,"szólni kéne az embereknek, hogy nem csak az a 20 zene létezik amit ha kell ha nem nyomatnak a rádióban",2
sophienyuszi_623569366815260672,Unofficial dog meeting 🐕 (@ Március 15. tér in Budapest w/ @pozzone) https://t.co/wdgZzxX98J,3
torda7_626685102018437121,@pazzo hat az akkor jo móka :),4
timarmatyas_486970311414657026,A Ryanair honlapján Mr/Mrs/Ms magyar fordítása Id/Özv/Ifj. Gratulálok a fejlesztőknek...,2
tsabeeka_624562051571171328,RT @szajmon: psszt! szeptember végén indul a MOME CODE 2!,4
bdzs_616570654100451329,@humaninsect meg visszahozak azt a mappot amit anno nem raktak be mert h tul bonyolult http://t.co/DvnjwejKUG,2
d_morganator_613640809909485568,"A költözés miatt már elmúlt a pánik, csupán kész idegroncs vagyok.",1
ladobalazs_347685368860135425,"A budapesti Viktor győzött, nem a bukaresti Victor http://t.co/uP2CLz6zJ3",3
tobee85_485051330571304960,"őőőő. már 28 is elmúltam, de azért megnézem :D http://t.co/IxLgwCHLyP",4
katkalap712_568492733528207362,"A telefonom nem engedte, hogy megnyissam a galériát, úgyhogy letöltöttem egyet :D #tudodkivelszórakozz",4
_B_Haley_522159103440072705,@mefiblogger egyszerűen szuper :-) imádom és még fizetnek is érte.,5
dzsiti_627920856770048000,@preka97 akartam mesélni h miattad google translate plugint telepítettem a Chrome-ba...,3
juergirl_628233542607237120,"@desi_studio psszt! Bicikliztem, most a hideg víz is meleg, tudod, a hőmérő is mellém állt. ;)",4
danieee_boy_621954009570639872,@lor_vagyok és az vagy?,3
_henncsi_626120755533770753,K-pop csoport be like: lőttem nektek screenshotot 😂 http://t.co/gSTuTT0yg5,4
baloo87_450030036188672001,"Im at Oszvald Lak (Baja, Bács-Kiskun) http://t.co/nwvg9QyFQq",3
sztyuiphoto_622138752568295424,Megfújta a szél :) http://t.co/fNTVqVHthx,4
_monana_627393145630814209,Azért pár embernek túl sok szabadideje van @fringemiki_: valaki megtalálta a mr robot 106 elején látható festményt online?”,3
krisztina_warga_512689875619807233,"Amikor a fésűmet viszem ki öngyújtó helyett dohányozni, azt gondolom rám férne egy nagy alvás. :D",4
oneselfsnail_615583307514925056,"@bora_babe Jobban élvezném, ha meg is tudnék élni belőle :)",2
kisvirag_626643906617311232,"Csak pár konzolért,meg apróságért indultunk az IKEAba,aztán otthagytunk egy havi minimálbért. Asszem legalább egy évig megint nem megyünk",2
batacinti_482913539179679744,"Nem azért, tényleg van aki undorodik az ilyentől, nincs is azzal baj.. csak ne hányd el magad attól amit a másik szeret.. #ténylegnincskedv",1
MilGra_625773181429772289,"a két középkorú faszi mókázása egyértelműen return of the living dead, ami a horrorkomédia csúcsa egyébként is",4
mazsenyka_622522665023221760,lel bebqsztam irthon. mier nem jottok,2
tormaatti_626541772475375616,@strob már a görögöknél vagy?,3
Zsofi_27_620554256098160640,Úgy vágyom egy jégkására és a tengerpartraaaa!! *_*,4
batacinti_517952478168772608,"@bogarteni remélem értelmesen viszi tovább a szálakat, mert a vége az nagyon kaki volt az első évadnak:o majd jelents róla :D",2
braunbarna_620140599820328960,Video: rejszelde: missingvalues: hofstatterbela: v1ccelszbolondozol: Kell egy ilyen doboz Ezt nem hiszem... http://t.co/KmGzmPpbXA,3
SiposZoltan_627095004578754560,RT @erdely_atlatszo: Moldován József coming outja – Borboly széke a cél? http://t.co/H4Ts5QRSh7 http://t.co/MzSuVC4tuF,3
palitib_613836439999127552,@lunanyuszi fénymásoló jól bírja a strapát? ;),4
csigger_626612069631176704,Hivatalos fényképeken a Mercedes hamarosan érkező 500 lóerős sportkupéja - http://t.co/FYkrD7rLYu #auto,3
BaracskaiGreta_625268883696578560,Végre volt egy kis esőő :3,4
rekaorsolya_601064575732178944,@mademoiiiselle nagyon felnevettem :DDDD,5
AnnaHaranyi_625641976071868417,"@mergenc neked óriási monitorod, vagy sas szemed van?  @dggfthr",2
rekaorsolya_589414418234093568,&lt;3 http://t.co/dfTbjdFP6V @indexhu által,4
suunni_599264647557025793,akkor írjunk beadandót a terrorizmusról. lets start!,3
inslayable_626262817612668928,"RT @_cutebomb: Megszolalt a see you again a radioban, en meg : 😭😭😭😭😭",2
aratob_508897932121497601,Rolf Schumann a bonyolult IT infrastruktúrák egyszerűsítéséről és a felhasználói élmény fontosságáról beszél.,3
zsoltbarabas_618780751933407232,"Dörög, villámlik odakint. Itt meg piknik vanik. 😂😍 https://t.co/zwaintZUKf",4
kovi_604271363810004992,"@kisPocok en a kovi vagyok, es pornofilmeket rendezek :)",4
maddame_x_626109148250382338,@ofalvai basic white programozó problems,3
bruzsy_623556676050927616,"Wow, micsoda új csomagolás. #120év #legjobbsörevör http://t.co/SArJMR607H",4
ParkInZone_596953016403685376,Irány Győr! https://t.co/LEGWgqIGbx,3
PriskinBettina_623079473185976320,"egy egész óra kellett ahhoz,hogy megszabaduljak 200!!! teljesen felesleges ismerőstől fb-on.",3
azAttis_313050455087382528,Belottem a Binget keresonek :) meg fura de hasznalhato,4
iamblanka_627066168357068800,"@itsliafen @abale96 ja de amúgy azt rosszul oldottuk meg :D volt benne egy csavar, de kb. az is általános szintű gondolkodást igényelt volna",4
LakatosZsolt_628252472289665024,"Leszállítottak a vonatról Bagherianál, várjuk a pótlóbuszt, és az egész olyan, mintha Szenegálban lennénk. #wediscoversicily",2
mimozagirl_620547348100296704,@imola_85 szerintem jó lesz.,4
baloo87_533546576023912448,@gklka fegyencjárat? :D,4
_czebende__465268522344808448,"@tothur De ezeket a problémákat szerintem pont ilyen poltikailag korrekt módon kezelték a kormányok,legyen szó a romákról,eu-ról%",3
kvcstms_269926153014374400,a real madrid meg tönkreveri a bilbaot - faszom ez így nem izgalmas.:( http://t.co/YweCHSnr,2
alterpotty_625997988876435456,"popcornozunk az irodában, már csak valami film kéne :DD",4
partikepes_623073481782128640,"Egy éven belül 2 kategóriat szereztem meg, avagy sikeres forgalom vizsgat tettem (C kategória) :D",4
oneselfsnail_622050556555698176,Úgy tűnik nem kell meggebednem holnap a rendezvényünkön. Technikai okból kifolyólag nem megyek. Most a többieken a sor.,4
SzabBass_588432672436826112,"Btw a #Juventus mellett a #PSG a másik csapat, akiknek szurkolók a #BL-ben, de most már több éve mindig megállítja őket a Barca. #előző",2
hulyeleany_625232924590362624,1 órája azt nyomozza a szomszédbácsi h kinek a tyúkja tévedt be hozzá ... nem mind1?? meg van az ebéded!! 😂😂,4
vkaroly_625622399522852864,"@anedera Emlékszel arra, amikor mindenki azt hitte, h ha kommenteléshez kötelező lesz a FB acc, akkor az emberek majd visszafogják magukat?",3
cintke_627085932055953409,"@gklka Pl. 10 év múlva ez simán reális lehet, ha jól keresel.",4
cluedo11_534475446457745408,rendbejövős vacsi http://t.co/RDl5eXmrye,3
leventehegedus_625936652423294976,@itsliafen @iamblanka elvileg a fiúk is kedvességből hívják meg a lányokat egy italra...,3
danner86_617783183661264897,#esbringa a játékon minden nap újra kell regisztrálni?,3
szucscsaba_603058402743422976,@3lchy Employee Engagement &amp; Communications Specialist. Business Collaboration Lead. Citi Collaborate Advocate. (belső közösség-menedzsment),3
bertalandavid_601120453462208512,"Nem értem ezt a felhajtást. Magyar Kupa lesz jövőre is, utána is, meg mindig. De Ligakupából most lesz az utolsó.",2
tosiklau_601820167732109312,RT @ederkrisztian: túl későn láttam meg benned ami úgy hiányzott,2
Hegybirog_578995995033378816,"RT @Devilmay9: mai napom fénypontja..Egy gyerekrajz,ami Jézust és Conchita Wurst-ot ábrázolja ahogy szelfiznek egy búzamezőn.. http://t.co/…",4
MrSuperEgo_611042367664226304,@evapeneva @eszterjxx A Tabata zenét próbáltátok már?,3
martongr_540569689228070912,"Tegnap amúgy rábizonyítottam az infokom versenyszervezőre, hogy az ő javítókulcsa a rossz, szóval minden elképzelhető. :))",4
gtothy_6658515259,kódtech...,3
pillowghost_610718386411208704,Kb fél óra alatt megcsináltam egy emelt angolos szövegértési részt... nem is rossz.,4
daebak_min_521209879063953408,Közvetlen az Orosz Nagydíj rajtja előtt a versenyzők körbe állnak és Julesért fognak imádkozni. ^-^ &lt;3 #ForzaJules,4
nyussziful_626455222097977349,"Nem mondom, hogy éhes vagyok de most hasonlítottam egy felhőt egy grillszendvics tetejéhez. 😛",4
eszticsillag_626066404840734720,"Teen Wolf 2. évad: A legtöbb rész 9 pontot ért el nálam. Mondjuk nem csoda, ez az évad nagyon jó lett. :)",4
tamaskojo_596010014558560258,"Szomszéd öregasszonyt annyira zavarta, hogy saras a lábtörlőm, hogy szónélkül megtakarította. Kiteszem a mosatlan edényt, hátha elmosogat.",4
turulbagoly_528689951777763329,szeretném hinni h taylor swift az 1989 c. új albumát  a születésnapomra írta...ha ez az esemény is olyan jó lenne mint ez a cd ...,4
kelt_628490293202055168,@CiliHebrentch @dude75 @_cattitude_ van ebben egy startup!,4
martongr_552834812206411776,"Lehet, hogy időnként úgy veszem föl a telefont, mintha akkor keltem volna föl... Lehet, hogy úgy is van. :))",4
mona0618_626982216065773568,Gone - a Wayward Pines kísérősorozata \o/ http://t.co/Y20SXFFhkt,3
Benvolia86_625007126189068288,@jikka69 @sudnav19 nah jó nem panaszkodom... Tényleg lehűlt 30fokra... De a ventillátor marad!❤️👉🌀,4
jevotska_562395179903356928,"Jegyzetem a kritikához: teljesen indokolatlan a 361. oldalon leírni azt, amit bemásoltam Mikinek #köszönjük #profizmus (nem.) :D",4
Ni0_626814017454108672,@icarusdes Csak a szokásos szappanoperás kavarások,3
aszabi_617048919613251585,@_clard erre kényszerültem péntek este. high graphic :D a hangulata viszont nem veszik el :) http://t.co/FGmoON7tq9,4
szolosijozsef_538086998213668866,Egy kis elözetes a Karácsony fényeivel. Már nincsen messze. 😊 http://t.co/alCwBkTinb,4
jabjabhu_628175506865811456,durva…. A beleegyezésed nélkül. gondolom mobilnet alatt is megy.  https://t.co/d51V6QX5Zc,2
csabosz_627491530463412224,Frida néni és Medárd https://t.co/n5FHRRNrxb,3
danielbalazs_628544222870773760,"@rolandbalogh Twitteres képre mondtam, hogy jó az új. Safari és Chrome. Nálam fix a kép.",3
Paaszti_601087522593177601,"@mona0618 Mindegy melyikkel kezded, nekem a Christine és a Cujo volt az első. Legutóbb a Joyland fogott meg leginkább.",4
fejes_adam_217655556566032385,Békaperspektíva http://t.co/gM5DFEvK,3
tarajossrac_626051805059936256,@itsliafen Ezt nem értem. 😄,4
Georgia86_617965717409955840,"Nincs is jobb, mint Balatonról indulni egy hétfői munkanapra! Kellemes hétfőt mindenkinek!",4
e_dorka_623813788341563392,@hexkelly hát én most keményen vállaltam. Csak totál kiakadtam rajta.. :-(,2
ezanevjolesz_619465970990645248,kiégek már. semmilyen nevet nem fogadott el csak ezt,2
aratob_463218482679910400,Csütörtökön ünnepi Big Data meetup a Big Data Week részeként:,3
rekaorsolya_595227956693336065,erre a hétre az új mumford &amp; sons album ad erőt. :),4
Kissur_627137579121537024,Az RTL Klub érzékkel választ dögös csajoknak borzalmas öreg és nem vonzó hangokat...,2
frenky180_428608242743537664,@zrencsi @kisRitta ha bejelentik Aviciit màris veszek 2 jegyet és megyünk topogni Petivel,4
_monana_628543756745240576,"Felpróbàltam vagy 20 coluttet idén, és mind pocsék volt. De végül megtalàltam a tökéletest színben formában és csak £6 volt.",4
puderfelho_517710427204366336,Új bejegyzés a blogon! :),4
zakkantanett_626872373501919233,"olyan kint az ég, mint egy Van Gogh festmény https://t.co/no60raWkNb",4
oszdaniel_484365080017256448,"már el is felejtettem, hogy az #UnderTheDome öt perc alatt így ki tud készíteni",4
LakatosZsolt_620016467124330497,"Sok mindenre számítottam ma este, de arra nem, hogy egyszer csak Bajnai Gordon vigyorog rám berúgva :D",4
sophienyuszi_621272925556109313,"@zicockk Mindig is tudtuk, hogy a mi @delicesoul -k egy mesztejszakác :,)))) &lt;3",5
tsabeeka_619060655983865856,@forgoimi koszonom!,4
BaracskaiGreta_621319914729697280,"Lehet, hogy az életéből csak te hiányzol..",4
Fancsurka_627877113354420224,Holnap kezdődik a hullámvasút &lt;3,4
benceboros_627816956637409280,"Feljottunk Pestre nagyszulokkel, Esztergom Visegrád útvonalon. Megvolt nekik a nosztalgia. En meg meg úgysem jártam amarra.",4
bogdantamas_624268889929699328,"@sycko tegnap irtak, hogy mar jon ki a html5 player \_o_/",4
VaradiAttila_620262781120593920,rántotthusi sültkrumplival 👌🏼🍟 *rántotthusiemoji* ☺️,4
jevotska_549552653546844160,"Mikinél (@ Felsőörs in Felsőörs, VE) http://t.co/Bh1R4g9MpB",3
tamaskojo_628589182068346881,"@pinterq Épp ezért tartom Anyádat, mert őt már nem kell jobbra húznom, ha meg akarom húzni... https://t.co/3VuBosHvzW",1
tepi77_622116944611778561,Száz dalmeghallgatás egy dollár. Mondjuk a nagyok jó pénzeket kereshetnek #spotify,2
mona0618_627014899936264192,"@adamcostume “ez az a film, amelynél megbocsájtható, ha a néző azért drukkol, hogy a régi videojátékikonok elpusztítsák az emberiséget.%",4
szucscsaba_597990819614871552,"@mefiblogger Grat! Mi egy @telekomHU fiaskó miatt jártunk pórul, de 2, 5 hónap alatt mintegy 30 telefonhívás révén rendeződött a helyzet.",2
sitya_624111043724361728,"#háztájihírek 2. egy csomó padlizsán is el kezdett érni, paradicsomok is szépen adják, szóval lesz ebből zakuszka télire!",4
palagyik_616985761271939072,"@ottoolah Mályvacukor, pillecukor?",3
eszterlancfu_598362583771512832,"@mona0618 hát hogy összeragasztja meg seprűszerűvé teszi a hajat :D de egy próbát megér, lehet hogy a te hajtípusodra be fog válni. :)",2
csabamarosi_627908124540846082,"@gklka Igen, kanadai favágós reality.",2
urbkri_628157057364041728,@Terror_Birka hol vagy?,3
petrikcse_626757755257421824,Most hatalmasat csalódtam :(( #GoT,1
kisholgy_476983955393355776,"Dúdoljátok velem: Nyár van, nyár...röpke lepke száll virágra, zümmög száz bogár.",3
zoltansendula_569806248394276864,"najó, ezt a mindenség elméletét nem bírja az én kis lelkem",2
bianka5SOS_595613654331953152,"be kéne követnem pár embert, olyan üres a kezdőlapom ew",2
barbeetheonly1_607339108676026368,hello late night zack és miri &lt;3,4
zsibicica_485035310418391040,Háh! http://t.co/Nd7nHtXHBM,4
sztyuiphoto_621432277344587776,@gklka Én érzek de messze vagyok :(,2
efhenrir_624483847812587520,"@idavid_hu ah, északra kéne költözni...",2
nviliam7_608349805916618752,A Nagy Nemzeti Plakátháború helyett...,3
dude75_628489068071010304,"@_c41 najó, ezen felsírtam :D",4
giivk_602923477000159234,RT @angelday: Mobilnet figyelő Macre: TripMode,3
pillowghost_606776174971396096,Ez a csaj befonta a mezőt!,3
turulbagoly_625594158829445120,vajon milyen gyermekkori trauma állhat a hülyén gügyögve percekig integető emberek mögött? pláne mindenki szeme láttára... #anégyfalközött -,2
sztyuiphoto_622034933075283968,Úú de szép ez a cipő:,4
gyuriakien_469458152929247234,"Itt az új frekvencia tender - 104 milliárd forint a minimum, alap információk: http://t.co/4lVSB9T4rw",3
oszdaniel_526337846454800384,"Ha több pénzed lenne, mint amennyit valaha is el tudsz költeni, akkor odaadnád... — igen, valamilyen módon biztosan http://t.co/OCqiJY3RNX",4
onebalint01_616928161620738048,@csakkussoljel csak mondom hogy lehet 😁,4
dude75_627075775842398208,"amikor a BCP tesztet (tűzriadó próba) emailben indítják, sziréna nélkül, én pedig a mosdóból visszaérve üres irodát találok...",2
Bonyolito_628145083574054912,"Véletlenül meghallgattam két Il Divo számot.Elhiszem, h van amikor összejön nekik, de nem vagyok eléggé nő ahhoz, h tovább kínozzam magam",2
hulyeleany_627157359245303808,Agyfaszt kapok a szuleimtol es a rokonaimtol ...,1
nyussziful_625055348232179712,@PrivatBB7 de a sor(vagy hogy hivjak)szam alapjan apple-ek nem tudjak ezt kiszurni majd? ha hasznaljak vagy regisztraljak,3
_nboros__628121047519358976,"@kolboid jogos, ez nem várt weboldal viselkedés.  másfelől remek eszköz a pv felnyomására, szerintem leginkább ezért használják",3
tuzoltoleszek_579936193565052928,"Miért kell mindenkinek dolgoznia napközben, ez olyan szomorú :(",2
team4world_618340628347375616,@zsofimajor @hron84 lehet ez a baj,2
filmklub_625305867353763840,"Kevesebb mint két óra van hátra. Négy oldalnyi kérdést írtam össze, 11-es Calibrivel. #belacast",3
HmoriF_567207542556987392,Hetforeggellek kapcsolatos ereseim egy tweetben: nemnemnemnemnemnemnemnemnemnemnemnemnemnemnemnemnemnemnem,1
grekasubs_604556160943968256,@ZotoWitch @Cucuminator ez kb. Mit ártottunk a jó Istennek?,2
Thargie_620910732859809796,"@sportpotdom @ern0plus4 Persze, hiszen aki nyitott az igazságra, az tudja, hogy Jézus is Pártos herceg volt!!4!",2
KEME5_375251783632691200,"Az FB-s twittertali hírdetés arra késztetett, hogy megnyissam a twitter klienst egy hónap után. Mostanában nem tudom miért, de nem csipogok.",2
